Category,Order Date,Sales Target,Segment
Technology,9/19/2014,108.43,Consumer
Technology,9/19/2014,548.27,Corporate
Furniture,9/20/2014,496.26,Corporate
Office Supplies,9/20/2014,67,Consumer
Office Supplies,9/20/2014,138.77,Corporate
Office Supplies,9/20/2014,43.46,Home Office
Technology,9/20/2014,567.12,Consumer
Technology,9/20/2014,355.6,Corporate
Furniture,9/21/2014,"4,946.56",Consumer
Office Supplies,9/21/2014,114.96,Consumer
Technology,9/21/2014,"1,854.92",Consumer
Office Supplies,9/22/2014,155.34,Consumer
Office Supplies,9/22/2014,14.27,Corporate
Technology,9/22/2014,144.36,Consumer
Furniture,9/23/2014,12.19,Consumer
Furniture,9/23/2014,217.76,Home Office
Office Supplies,9/23/2014,"5,089.31",Consumer
Office Supplies,9/23/2014,379.34,Corporate
Office Supplies,9/23/2014,104.63,Home Office
Technology,9/23/2014,"1,704.15",Consumer
Technology,9/23/2014,183.28,Corporate
Furniture,9/24/2014,752.14,Consumer
Furniture,9/24/2014,27.28,Corporate
Office Supplies,9/24/2014,"1,036.95",Consumer
Office Supplies,9/24/2014,8.88,Corporate
Office Supplies,9/24/2014,12.92,Home Office
Technology,9/24/2014,620.47,Consumer
Furniture,9/25/2014,716.29,Consumer
Furniture,9/25/2014,519.37,Corporate
Office Supplies,9/25/2014,339.42,Consumer
Office Supplies,9/25/2014,104.36,Home Office
Technology,9/25/2014,16.09,Consumer
Technology,9/25/2014,"3,040.14",Corporate
Technology,9/25/2014,"1,397.02",Home Office
Furniture,9/26/2014,692.93,Consumer
Office Supplies,9/26/2014,195.96,Consumer
Office Supplies,9/26/2014,277.03,Corporate
Technology,9/26/2014,110.36,Consumer
Furniture,9/27/2014,10.16,Corporate
Furniture,9/27/2014,406.56,Home Office
Office Supplies,9/27/2014,"1,024.30",Corporate
Office Supplies,9/27/2014,2,Home Office
Furniture,9/29/2014,8.32,Consumer
Furniture,9/29/2014,34.09,Home Office
Office Supplies,9/29/2014,1.62,Consumer
Office Supplies,9/29/2014,13.67,Corporate
Office Supplies,9/29/2014,457.07,Home Office
Technology,9/29/2014,56.56,Home Office
Furniture,9/30/2014,123.29,Consumer
Furniture,9/30/2014,364.78,Home Office
Office Supplies,9/30/2014,618.39,Consumer
Office Supplies,9/30/2014,54.42,Corporate
Office Supplies,9/30/2014,54.54,Home Office
Technology,9/30/2014,576.49,Home Office
Office Supplies,10/1/2014,151.69,Consumer
Office Supplies,10/1/2014,206.3,Corporate
Office Supplies,10/1/2014,12.11,Home Office
Technology,10/1/2014,159.98,Home Office
Furniture,10/2/2014,106.44,Consumer
Furniture,10/2/2014,433.11,Corporate
Office Supplies,10/2/2014,393.62,Consumer
Office Supplies,10/2/2014,193.07,Corporate
Technology,10/2/2014,"1,918.22",Home Office
Furniture,10/3/2014,357.6,Consumer
Furniture,10/3/2014,9.04,Corporate
Furniture,10/3/2014,"2,567.32",Home Office
Office Supplies,10/3/2014,291.5,Consumer
Office Supplies,10/3/2014,40.18,Corporate
Office Supplies,10/3/2014,"1,511.75",Home Office
Technology,10/3/2014,376.54,Consumer
Technology,10/3/2014,67.31,Corporate
Technology,10/3/2014,92.41,Home Office
Furniture,10/4/2014,147.31,Corporate
Furniture,10/4/2014,85.6,Home Office
Office Supplies,10/4/2014,"1,572.53",Consumer
Office Supplies,10/4/2014,22.29,Corporate
Office Supplies,10/4/2014,5.77,Home Office
Technology,10/4/2014,394.29,Home Office
Furniture,10/5/2014,17.98,Home Office
Furniture,10/6/2014,907.73,Corporate
Office Supplies,10/6/2014,31.62,Corporate
Office Supplies,10/6/2014,203.54,Home Office
Technology,10/6/2014,"5,348.71",Corporate
Technology,10/6/2014,213.52,Home Office
Furniture,10/7/2014,45.74,Home Office
Office Supplies,10/7/2014,483.08,Consumer
Office Supplies,10/7/2014,44.27,Corporate
Office Supplies,10/7/2014,596.34,Home Office
Technology,10/7/2014,329.56,Home Office
Furniture,10/8/2014,286.13,Consumer
Furniture,10/8/2014,137.74,Home Office
Office Supplies,10/8/2014,89.76,Consumer
Office Supplies,10/8/2014,591.56,Home Office
Technology,10/8/2014,"1,231.85",Consumer
Technology,10/8/2014,231.28,Home Office
Furniture,10/9/2014,150.14,Consumer
Office Supplies,10/9/2014,85.94,Corporate
Technology,10/9/2014,379.15,Corporate
Furniture,10/10/2014,568.41,Consumer
Furniture,10/10/2014,810.88,Corporate
Office Supplies,10/10/2014,141.98,Consumer
Furniture,10/11/2014,222.6,Consumer
Furniture,10/13/2014,"2,639.23",Consumer
Furniture,10/13/2014,249.51,Home Office
Office Supplies,10/13/2014,33.74,Consumer
Office Supplies,10/13/2014,72.68,Corporate
Office Supplies,10/13/2014,132.19,Home Office
Technology,10/13/2014,476.03,Consumer
Technology,10/13/2014,692.13,Corporate
Technology,10/13/2014,"1,022.92",Home Office
Furniture,10/14/2014,"1,424.10",Consumer
Office Supplies,10/14/2014,"1,595.60",Consumer
Office Supplies,10/14/2014,"5,614.20",Corporate
Technology,10/14/2014,210.47,Corporate
Furniture,10/15/2014,9.93,Consumer
Office Supplies,10/15/2014,80.87,Home Office
Technology,10/15/2014,41.72,Consumer
Furniture,10/16/2014,580.93,Corporate
Office Supplies,10/16/2014,15.47,Consumer
Office Supplies,10/16/2014,416.74,Corporate
Office Supplies,10/16/2014,87.04,Home Office
Furniture,10/17/2014,"2,519.46",Corporate
Office Supplies,10/17/2014,137.23,Consumer
Office Supplies,10/17/2014,307.78,Corporate
Technology,10/17/2014,19.27,Corporate
Technology,10/17/2014,515.99,Home Office
Office Supplies,10/18/2014,10.32,Consumer
Office Supplies,10/18/2014,67.32,Corporate
Technology,10/18/2014,52.26,Corporate
Furniture,10/20/2014,398.69,Consumer
Furniture,10/20/2014,118.18,Corporate
Office Supplies,10/20/2014,40.45,Consumer
Office Supplies,10/20/2014,235.5,Corporate
Office Supplies,10/20/2014,"1,513.02",Home Office
Technology,10/20/2014,18.35,Consumer
Technology,10/20/2014,284.81,Corporate
Furniture,10/21/2014,42.18,Consumer
Furniture,10/21/2014,247.4,Corporate
Office Supplies,10/21/2014,200,Consumer
Office Supplies,10/21/2014,767.84,Corporate
Office Supplies,10/21/2014,67.98,Home Office
Technology,10/21/2014,15.34,Corporate
Furniture,10/22/2014,507.19,Corporate
Furniture,10/22/2014,981.84,Home Office
Office Supplies,10/22/2014,108.08,Consumer
Office Supplies,10/22/2014,828.77,Corporate
Office Supplies,10/22/2014,172.63,Home Office
Technology,10/22/2014,349.79,Consumer
Technology,10/22/2014,25.84,Corporate
Technology,10/22/2014,"1,281.53",Home Office
Furniture,10/23/2014,770.15,Consumer
Furniture,10/23/2014,166.59,Corporate
Office Supplies,10/23/2014,369.88,Consumer
Office Supplies,10/23/2014,32.95,Corporate
Office Supplies,10/23/2014,97.33,Home Office
Technology,10/23/2014,33.68,Corporate
Technology,10/23/2014,"11,741.20",Home Office
Furniture,10/24/2014,"1,050.19",Corporate
Office Supplies,10/24/2014,254.95,Consumer
Office Supplies,10/24/2014,90.31,Corporate
Technology,10/24/2014,"1,777.90",Consumer
Technology,10/24/2014,34.8,Corporate
Furniture,10/25/2014,465.66,Consumer
Office Supplies,10/25/2014,11.8,Consumer
Furniture,10/27/2014,363.99,Consumer
Office Supplies,10/27/2014,269.09,Consumer
Office Supplies,10/27/2014,75.74,Corporate
Office Supplies,10/27/2014,47.83,Home Office
Technology,10/27/2014,152.5,Consumer
Technology,10/27/2014,65.85,Corporate
Furniture,10/28/2014,649.23,Corporate
Office Supplies,10/28/2014,99.78,Corporate
Office Supplies,10/28/2014,54.43,Home Office
Technology,10/28/2014,161.09,Corporate
Technology,10/28/2014,23.38,Home Office
Furniture,10/29/2014,67.82,Consumer
Office Supplies,10/29/2014,239.6,Consumer
Office Supplies,10/29/2014,50.86,Corporate
Technology,10/29/2014,54.69,Consumer
Office Supplies,10/30/2014,43.67,Corporate
Furniture,10/31/2014,"1,119.78",Consumer
Furniture,10/31/2014,10.12,Corporate
Furniture,10/31/2014,33.26,Home Office
Office Supplies,10/31/2014,"2,060.15",Consumer
Office Supplies,10/31/2014,162.49,Home Office
Technology,10/31/2014,502.25,Consumer
Office Supplies,11/1/2014,8.92,Corporate
Office Supplies,11/1/2014,4.62,Home Office
Technology,11/1/2014,498.59,Corporate
Furniture,11/2/2014,"2,319.09",Consumer
Office Supplies,11/2/2014,232.79,Consumer
Furniture,11/3/2014,891.1,Corporate
Furniture,11/3/2014,167.76,Home Office
Office Supplies,11/3/2014,314.75,Consumer
Office Supplies,11/3/2014,524.64,Corporate
Office Supplies,11/3/2014,975.12,Home Office
Technology,11/3/2014,"3,264.57",Corporate
Furniture,11/4/2014,506.63,Consumer
Furniture,11/4/2014,348.98,Corporate
Furniture,11/4/2014,"1,723.38",Home Office
Office Supplies,11/4/2014,208.38,Consumer
Office Supplies,11/4/2014,189.14,Corporate
Technology,11/4/2014,"1,023.37",Consumer
Technology,11/4/2014,357.76,Corporate
Technology,11/4/2014,171.79,Home Office
Furniture,11/5/2014,450.44,Corporate
Office Supplies,11/5/2014,8.41,Consumer
Office Supplies,11/5/2014,390.74,Corporate
Office Supplies,11/5/2014,111.76,Home Office
Technology,11/5/2014,263.89,Consumer
Technology,11/5/2014,"9,902.19",Corporate
Furniture,11/6/2014,423.75,Consumer
Office Supplies,11/6/2014,564.97,Consumer
Office Supplies,11/6/2014,17.31,Corporate
Office Supplies,11/6/2014,204.13,Home Office
Technology,11/6/2014,461.29,Consumer
Technology,11/6/2014,626.65,Corporate
Furniture,11/7/2014,177.39,Consumer
Furniture,11/7/2014,"2,561.02",Home Office
Office Supplies,11/7/2014,"1,246.69",Consumer
Office Supplies,11/7/2014,5.43,Corporate
Office Supplies,11/7/2014,267.98,Home Office
Technology,11/7/2014,130.95,Home Office
Furniture,11/8/2014,367.87,Consumer
Furniture,11/8/2014,300.27,Corporate
Office Supplies,11/8/2014,172.15,Consumer
Technology,11/8/2014,743.04,Consumer
Technology,11/8/2014,739.36,Home Office
Furniture,11/9/2014,244.04,Corporate
Office Supplies,11/9/2014,105.5,Home Office
Furniture,11/10/2014,40.99,Consumer
Furniture,11/10/2014,628.46,Corporate
Furniture,11/10/2014,91.7,Home Office
Office Supplies,11/10/2014,"2,408.27",Corporate
Technology,11/10/2014,982.21,Corporate
Technology,11/10/2014,691.14,Home Office
Furniture,11/11/2014,"1,327.97",Corporate
Furniture,11/11/2014,210.04,Home Office
Office Supplies,11/11/2014,468.26,Consumer
Office Supplies,11/11/2014,956.08,Corporate
Office Supplies,11/11/2014,20.09,Home Office
Technology,11/11/2014,107.32,Consumer
Technology,11/11/2014,"1,016.83",Corporate
Furniture,11/12/2014,76.47,Consumer
Furniture,11/12/2014,35.62,Home Office
Office Supplies,11/12/2014,431.91,Consumer
Office Supplies,11/12/2014,995.98,Corporate
Office Supplies,11/12/2014,24.6,Home Office
Technology,11/12/2014,30.96,Consumer
Furniture,11/13/2014,272.83,Home Office
Office Supplies,11/13/2014,"1,120.93",Consumer
Office Supplies,11/13/2014,53.4,Corporate
Office Supplies,11/13/2014,139.54,Home Office
Technology,11/13/2014,415.54,Corporate
Technology,11/13/2014,800.91,Home Office
Furniture,11/14/2014,"2,140.19",Consumer
Furniture,11/14/2014,321.24,Corporate
Office Supplies,11/14/2014,"1,592.46",Consumer
Office Supplies,11/14/2014,68.63,Corporate
Office Supplies,11/14/2014,215.73,Home Office
Technology,11/14/2014,369.01,Consumer
Technology,11/14/2014,"1,276.42",Corporate
Technology,11/14/2014,154.12,Home Office
Furniture,11/15/2014,273.33,Corporate
Office Supplies,11/15/2014,112.42,Consumer
Office Supplies,11/15/2014,104.07,Corporate
Office Supplies,11/15/2014,15.89,Home Office
Technology,11/15/2014,259.1,Consumer
Furniture,11/16/2014,553.61,Consumer
Furniture,11/17/2014,309.86,Consumer
Office Supplies,11/17/2014,"1,024.82",Consumer
Office Supplies,11/17/2014,91.7,Corporate
Office Supplies,11/17/2014,20.09,Home Office
Technology,11/17/2014,218.71,Consumer
Technology,11/17/2014,"2,545.53",Corporate
Technology,11/17/2014,56.11,Home Office
Furniture,11/18/2014,515.49,Consumer
Office Supplies,11/18/2014,388.84,Consumer
Office Supplies,11/18/2014,"1,413.84",Corporate
Technology,11/18/2014,"9,942.27",Consumer
Technology,11/18/2014,294.67,Corporate
Furniture,11/19/2014,131.21,Consumer
Furniture,11/19/2014,5.99,Corporate
Furniture,11/19/2014,17.98,Home Office
Office Supplies,11/19/2014,322.95,Consumer
Office Supplies,11/19/2014,707.5,Corporate
Technology,11/19/2014,219.92,Consumer
Furniture,11/20/2014,"1,334.79",Consumer
Furniture,11/20/2014,880.15,Corporate
Furniture,11/20/2014,81.57,Home Office
Office Supplies,11/20/2014,"1,781.46",Consumer
Office Supplies,11/20/2014,"2,323.46",Corporate
Office Supplies,11/20/2014,111.92,Home Office
Technology,11/20/2014,31.01,Consumer
Furniture,11/21/2014,738.13,Consumer
Furniture,11/21/2014,48.42,Corporate
Furniture,11/21/2014,29.23,Home Office
Office Supplies,11/21/2014,277.23,Consumer
Technology,11/21/2014,"1,159.17",Consumer
Technology,11/21/2014,532.85,Corporate
Furniture,11/22/2014,92.5,Consumer
Office Supplies,11/22/2014,257.9,Consumer
Office Supplies,11/22/2014,57.75,Corporate
Office Supplies,11/22/2014,74.97,Home Office
Technology,11/22/2014,"1,160.88",Consumer
Technology,11/22/2014,600.58,Home Office
Office Supplies,11/23/2014,34.28,Consumer
Furniture,11/24/2014,31.43,Consumer
Furniture,11/24/2014,146.81,Corporate
Office Supplies,11/24/2014,17.07,Consumer
Office Supplies,11/24/2014,465.19,Corporate
Technology,11/24/2014,515.24,Consumer
Furniture,11/25/2014,824.84,Consumer
Furniture,11/25/2014,"1,065.25",Corporate
Office Supplies,11/25/2014,585.02,Consumer
Office Supplies,11/25/2014,734.08,Corporate
Office Supplies,11/25/2014,"1,244.28",Home Office
Technology,11/25/2014,230.29,Consumer
Technology,11/25/2014,150.49,Corporate
Furniture,11/26/2014,"2,072.96",Consumer
Furniture,11/26/2014,737.06,Corporate
Office Supplies,11/26/2014,161.61,Consumer
Office Supplies,11/26/2014,32.04,Corporate
Office Supplies,11/26/2014,466.68,Home Office
Technology,11/26/2014,293.96,Consumer
Technology,11/26/2014,35.16,Corporate
Furniture,11/27/2014,243.29,Consumer
Furniture,11/27/2014,"1,203.12",Home Office
Office Supplies,11/27/2014,35.58,Consumer
Office Supplies,11/27/2014,236.51,Corporate
Office Supplies,11/27/2014,153.59,Home Office
Technology,11/27/2014,"1,325.45",Consumer
Technology,11/27/2014,"2,009.34",Home Office
Furniture,11/28/2014,18.46,Consumer
Furniture,11/28/2014,50.7,Corporate
Office Supplies,11/28/2014,278.56,Consumer
Office Supplies,11/28/2014,900.77,Corporate
Technology,11/28/2014,60.45,Consumer
Technology,11/28/2014,331.58,Corporate
Furniture,11/29/2014,"4,193.23",Home Office
Office Supplies,11/29/2014,166.56,Consumer
Office Supplies,11/29/2014,83.96,Corporate
Office Supplies,11/29/2014,45.94,Home Office
Technology,11/29/2014,"1,801.70",Corporate
Furniture,11/30/2014,482.05,Consumer
Furniture,12/1/2014,"2,803.78",Consumer
Furniture,12/1/2014,"1,256.04",Home Office
Office Supplies,12/1/2014,365.32,Consumer
Office Supplies,12/1/2014,976.91,Home Office
Technology,12/1/2014,360.94,Consumer
Technology,12/1/2014,98.86,Corporate
Technology,12/1/2014,562.41,Home Office
Furniture,12/2/2014,983.97,Consumer
Furniture,12/2/2014,64.32,Corporate
Furniture,12/2/2014,"1,365.71",Home Office
Office Supplies,12/2/2014,632.22,Consumer
Office Supplies,12/2/2014,539.15,Corporate
Office Supplies,12/2/2014,129.08,Home Office
Technology,12/2/2014,"1,435.75",Consumer
Technology,12/2/2014,63.59,Home Office
Furniture,12/3/2014,703.6,Consumer
Furniture,12/3/2014,"3,070.30",Corporate
Office Supplies,12/3/2014,"1,487.53",Consumer
Office Supplies,12/3/2014,"1,102.86",Corporate
Office Supplies,12/3/2014,41.09,Home Office
Technology,12/3/2014,"3,598.31",Consumer
Technology,12/3/2014,324.99,Corporate
Furniture,12/4/2014,71.28,Consumer
Furniture,12/4/2014,553.28,Home Office
Office Supplies,12/4/2014,456.89,Consumer
Technology,12/4/2014,389.55,Consumer
Furniture,12/5/2014,513.09,Consumer
Furniture,12/5/2014,539.15,Corporate
Office Supplies,12/5/2014,145.56,Consumer
Office Supplies,12/5/2014,41.71,Corporate
Technology,12/5/2014,"1,215.59",Consumer
Technology,12/5/2014,243.17,Corporate
Furniture,12/6/2014,42.38,Consumer
Furniture,12/6/2014,85.99,Corporate
Furniture,12/6/2014,187.91,Home Office
Office Supplies,12/6/2014,277.94,Consumer
Office Supplies,12/6/2014,231.96,Corporate
Office Supplies,12/6/2014,265.97,Home Office
Technology,12/6/2014,90.44,Consumer
Technology,12/6/2014,184.53,Corporate
Technology,12/6/2014,29.31,Home Office
Office Supplies,12/7/2014,11,Corporate
Furniture,12/8/2014,79.91,Consumer
Office Supplies,12/8/2014,336.67,Consumer
Office Supplies,12/8/2014,"1,737.28",Corporate
Office Supplies,12/8/2014,46.54,Home Office
Technology,12/8/2014,582.08,Consumer
Furniture,12/9/2014,"3,570.36",Consumer
Office Supplies,12/9/2014,"1,485.18",Consumer
Office Supplies,12/9/2014,275.5,Corporate
Office Supplies,12/9/2014,586.81,Home Office
Technology,12/9/2014,"1,510.66",Consumer
Furniture,12/10/2014,882.65,Corporate
Furniture,12/10/2014,919.23,Home Office
Office Supplies,12/10/2014,684.85,Consumer
Office Supplies,12/10/2014,582.16,Corporate
Office Supplies,12/10/2014,208.17,Home Office
Technology,12/10/2014,"1,823.59",Consumer
Furniture,12/11/2014,"1,920.50",Consumer
Furniture,12/11/2014,15.35,Corporate
Office Supplies,12/11/2014,506.03,Consumer
Office Supplies,12/11/2014,445.79,Corporate
Office Supplies,12/11/2014,78.73,Home Office
Technology,12/11/2014,97.94,Consumer
Technology,12/11/2014,48.59,Corporate
Technology,12/11/2014,549.49,Home Office
Furniture,12/12/2014,608.92,Consumer
Furniture,12/12/2014,857.46,Corporate
Office Supplies,12/12/2014,736.9,Consumer
Office Supplies,12/12/2014,21.73,Corporate
Office Supplies,12/12/2014,12.17,Home Office
Technology,12/12/2014,147.54,Consumer
Technology,12/12/2014,341.04,Corporate
Furniture,12/14/2014,188.98,Consumer
Furniture,12/14/2014,276.46,Corporate
Office Supplies,12/14/2014,94.68,Consumer
Furniture,12/15/2014,"1,362.55",Consumer
Furniture,12/15/2014,543.77,Home Office
Office Supplies,12/15/2014,94.28,Consumer
Office Supplies,12/15/2014,198.44,Home Office
Technology,12/15/2014,38.09,Consumer
Technology,12/15/2014,194.32,Corporate
Technology,12/15/2014,"1,584.28",Home Office
Furniture,12/16/2014,20.72,Home Office
Office Supplies,12/16/2014,81.01,Consumer
Office Supplies,12/16/2014,9.58,Corporate
Technology,12/16/2014,198.74,Consumer
Furniture,12/17/2014,217.48,Corporate
Office Supplies,12/17/2014,11.23,Consumer
Office Supplies,12/17/2014,99.42,Corporate
Office Supplies,12/17/2014,220.03,Home Office
Technology,12/17/2014,302.51,Corporate
Furniture,12/18/2014,591.5,Consumer
Office Supplies,12/18/2014,706.07,Consumer
Office Supplies,12/18/2014,543.7,Corporate
Office Supplies,12/18/2014,34.37,Home Office
Furniture,12/19/2014,"1,216.69",Consumer
Furniture,12/19/2014,92.95,Corporate
Office Supplies,12/19/2014,"2,258.76",Consumer
Office Supplies,12/19/2014,17.21,Corporate
Office Supplies,12/19/2014,5.3,Home Office
Technology,12/19/2014,130.78,Consumer
Technology,12/19/2014,29.05,Corporate
Furniture,12/20/2014,123.45,Consumer
Office Supplies,12/20/2014,"1,940.80",Consumer
Office Supplies,12/21/2014,339.96,Corporate
Furniture,12/22/2014,14.17,Home Office
Office Supplies,12/22/2014,802.91,Consumer
Office Supplies,12/22/2014,"1,070.02",Corporate
Technology,12/22/2014,370.62,Consumer
Furniture,12/23/2014,"3,239.46",Consumer
Furniture,12/23/2014,238.66,Corporate
